friend_pos_list,foe_pos_list,target_coor,label
"[[33.270738, 35.54873], [33.270747, 35.548908], [33.270706, 35.54865], [33.270452, 35.548883], [33.270405, 35.549309], [33.270069, 35.548854], [33.274085, 35.549826], [33.274555, 35.549052], [33.273996, 35.549524], [33.268979, 35.554943], [33.26881, 35.554792], [33.268623, 35.554955]]","[[33.288391, 35.549012], [33.287883, 35.549116], [33.288376, 35.549219], [33.288367, 35.548743], [33.288035, 35.549159], [33.288679, 35.548704], [33.28931, 35.552826], [33.289817, 35.552289], [33.289352, 35.552706], [33.288991, 35.551286], [33.288707, 35.551651], [33.288947, 35.551957], [33.288912, 35.551386], [33.289077, 35.551336], [33.289159, 35.551863], [33.285663, 35.549556], [33.285558, 35.549833], [33.286449, 35.549627], [33.285809, 35.549551], [33.286109, 35.550259], [33.286535, 35.549625], [33.286993, 35.552432], [33.287036, 35.552862], [33.287355, 35.552743], [33.287857, 35.55226]]","[33.271691, 35.548388]",friend
"[[33.270544, 35.548599], [33.270209, 35.548488], [33.270875, 35.549034], [33.274244, 35.548913], [33.273957, 35.549156], [33.274183, 35.549365], [33.274449, 35.549545], [33.273886, 35.549109], [33.268639, 35.554683], [33.26827, 35.554379], [33.268138, 35.554388], [33.268855, 35.554222]]","[[33.287808, 35.549273], [33.288159, 35.548666], [33.28832, 35.549021], [33.288078, 35.54885], [33.287868, 35.549004], [33.288579, 35.548605], [33.289508, 35.552423], [33.289332, 35.552707], [33.289206, 35.55243], [33.289308, 35.551972], [33.289602, 35.55288], [33.289838, 35.552462], [33.288626, 35.551643], [33.289109, 35.55149], [33.288921, 35.551807], [33.289266, 35.551592], [33.28867, 35.551249], [33.289134, 35.551589], [33.286322, 35.549773], [33.286089, 35.549928], [33.286094, 35.550302], [33.286158, 35.54983], [33.285637, 35.54994], [33.286353, 35.549812], [33.287446, 35.552961], [33.287541, 35.552213], [33.286959, 35.552467], [33.287538, 35.552469]]","[33.277124, 35.555084]",friend
"[[33.270506, 35.549432], [33.270745, 35.549197], [33.270721, 35.548538], [33.270118, 35.549128], [33.270634, 35.548927], [33.269959, 35.548609], [33.274017, 35.549476], [33.274015, 35.549828], [33.274259, 35.549023], [33.273756, 35.549557], [33.273952, 35.549612], [33.268302, 35.554126], [33.268893, 35.555125], [33.268625, 35.554542]]","[[33.288524, 35.548374], [33.28779, 35.54931], [33.288652, 35.549257], [33.287978, 35.549204], [33.287906, 35.548468], [33.287701, 35.549146], [33.289795, 35.552886], [33.28969, 35.5522], [33.28964, 35.552269], [33.288945, 35.551958], [33.288688, 35.551847], [33.288811, 35.551294], [33.288428, 35.551807], [33.288798, 35.551825], [33.289131, 35.551843], [33.286018, 35.549622], [33.286012, 35.55003], [33.286395, 35.549403], [33.286324, 35.549946], [33.286309, 35.549367], [33.285996, 35.549819], [33.287945, 35.552282], [33.287361, 35.552232], [33.287797, 35.552571]]","[33.267939, 35.541555]",friend
"[[33.269726, 35.549013], [33.269894, 35.549675], [33.269783, 35.548928], [33.269647, 35.549502], [33.269629, 35.549522], [33.274523, 35.549627], [33.273805, 35.549631], [33.274304, 35.549215], [33.274555, 35.549802], [33.268678, 35.554622], [33.269173, 35.554962], [33.268603, 35.554998], [33.268637, 35.554594], [33.268576, 35.55491], [33.268697, 35.554766]]","[[33.287861, 35.548688], [33.288006, 35.548408], [33.287891, 35.548428], [33.288287, 35.548901], [33.288662, 35.549165], [33.288379, 35.549044], [33.289378, 35.552161], [33.288946, 35.55194], [33.289647, 35.551807], [33.289108, 35.551392], [33.289305, 35.551689], [33.289347, 35.551533], [33.288602, 35.551064], [33.288823, 35.551557], [33.285891, 35.549803], [33.28591, 35.550261], [33.286223, 35.549525], [33.286374, 35.549724], [33.287028, 35.552301], [33.287117, 35.552538], [33.287862, 35.552528], [33.28703, 35.552967]]","[33.26797, 35.556587]",friend
"[[33.270332, 35.548952], [33.269861, 35.548946], [33.270188, 35.549663], [33.270151, 35.549057], [33.2701, 35.548797], [33.274124, 35.549828], [33.273488, 35.549907], [33.273659, 35.549624], [33.268775, 35.554966], [33.268913, 35.554558], [33.268877, 35.55483], [33.268587, 35.554598], [33.268726, 35.554535], [33.268534, 35.554085]]","[[33.288531, 35.548533], [33.288104, 35.549172], [33.288124, 35.548769], [33.288172, 35.549153], [33.288531, 35.549154], [33.289744, 35.551699], [33.290115, 35.551888], [33.289185, 35.55172], [33.289995, 35.551798], [33.289655, 35.552052], [33.288624, 35.5517], [33.289275, 35.550984], [33.288495, 35.551468], [33.289021, 35.551126], [33.289038, 35.551389], [33.285641, 35.549437], [33.28534, 35.550068], [33.285755, 35.549564], [33.286147, 35.549948], [33.285529, 35.550281], [33.286239, 35.549585], [33.287747, 35.552201], [33.287223, 35.55283], [33.2875, 35.552824], [33.287523, 35.552767], [33.286969, 35.552915]]","[33.273326, 35.541528]",friend
"[[33.270294, 35.548745], [33.270232, 35.548602], [33.270003, 35.549084], [33.270343, 35.549429], [33.273928, 35.549782], [33.274049, 35.549971], [33.274417, 35.549552], [33.27378, 35.549846], [33.273832, 35.549683], [33.273553, 35.550172], [33.268817, 35.554155], [33.269135, 35.55436], [33.268917, 35.554713], [33.269267, 35.554813], [33.269223, 35.554708], [33.268777, 35.554321]]","[[33.288171, 35.548913], [33.288615, 35.54882], [33.288587, 35.548511], [33.289919, 35.552245], [33.289613, 35.551721], [33.289782, 35.552172], [33.28994, 35.551833], [33.28973, 35.551823], [33.289426, 35.552384], [33.288794, 35.55191], [33.288645, 35.551084], [33.288996, 35.551551], [33.288659, 35.551728], [33.286247, 35.550059], [33.286211, 35.549366], [33.285846, 35.550162], [33.288062, 35.552955], [33.287204, 35.553113], [33.287413, 35.552487], [33.287974, 35.553039], [33.287994, 35.552446]]","[33.262362, 35.552453]",friend
"[[33.270022, 35.548784], [33.270384, 35.548988], [33.269446, 35.549306], [33.269824, 35.549301], [33.269693, 35.548918], [33.273658, 35.549653], [33.273847, 35.54977], [33.273777, 35.549837], [33.273769, 35.549319], [33.26867, 35.553979], [33.269263, 35.554115], [33.268599, 35.554414], [33.269133, 35.554544], [33.26944, 35.554151], [33.268659, 35.554383]]","[[33.288359, 35.549078], [33.288381, 35.549068], [33.287703, 35.548437], [33.290343, 35.552431], [33.290156, 35.552118], [33.290328, 35.55149], [33.289877, 35.551791], [33.289756, 35.552047], [33.289222, 35.551606], [33.288587, 35.551589], [33.289077, 35.551939], [33.285802, 35.550203], [33.285898, 35.549936], [33.285531, 35.549967], [33.285336, 35.550125], [33.285591, 35.549402], [33.285893, 35.549517], [33.287966, 35.553098], [33.287675, 35.552665], [33.287322, 35.553088], [33.288164, 35.553465], [33.287336, 35.552685]]","[33.271223, 35.553557]",friend
"[[33.269299, 35.549336], [33.270103, 35.548975], [33.269279, 35.548939], [33.274489, 35.549622], [33.273544, 35.550065], [33.273967, 35.5497], [33.273814, 35.549775], [33.268931, 35.554671], [33.268997, 35.554799], [33.269284, 35.554531], [33.269337, 35.554579]]","[[33.287845, 35.548435], [33.288247, 35.548729], [33.28843, 35.548294], [33.287811, 35.548983], [33.289887, 35.551646], [33.290028, 35.551714], [33.289737, 35.551747], [33.289027, 35.551741], [33.289412, 35.55112], [33.288734, 35.551957], [33.289128, 35.551262], [33.289298, 35.551394], [33.288821, 35.551226], [33.285502, 35.549718], [33.285788, 35.549845], [33.285987, 35.550075], [33.285539, 35.549771], [33.285839, 35.5496], [33.288593, 35.552761], [33.287951, 35.552435], [33.287704, 35.552756], [33.288581, 35.553089], [33.288275, 35.552395], [33.287636, 35.552339]]","[33.261908, 35.542918]",friend
"[[33.269707, 35.54861], [33.270153, 35.548394], [33.269993, 35.548739], [33.269582, 35.548716], [33.269819, 35.548803], [33.2744, 35.549438], [33.273826, 35.550177], [33.274146, 35.549452], [33.274053, 35.549964], [33.273859, 35.549344], [33.274351, 35.549348], [33.269063, 35.553992], [33.269062, 35.554161], [33.269096, 35.553701], [33.269653, 35.554366], [33.269825, 35.553707]]","[[33.287934, 35.548189], [33.288198, 35.549047], [33.288525, 35.548813], [33.288614, 35.548375], [33.289693, 35.551794], [33.289873, 35.552275], [33.289457, 35.552482], [33.288628, 35.551156], [33.288462, 35.551851], [33.289162, 35.551282], [33.289032, 35.55194], [33.286192, 35.549818], [33.285869, 35.549535], [33.285329, 35.550152], [33.288061, 35.553028], [33.288532, 35.552508], [33.28825, 35.552224]]","[33.274636, 35.55218]",friend
"[[33.269277, 35.548424], [33.269865, 35.548939], [33.269455, 35.548888], [33.273674, 35.549407], [33.274164, 35.549452], [33.274075, 35.549447], [33.273888, 35.549322], [33.273563, 35.54934], [33.268914, 35.554526], [33.269078, 35.554028], [33.269815, 35.553838]]","[[33.288025, 35.54817], [33.288134, 35.548294], [33.288084, 35.548656], [33.287759, 35.548414], [33.287964, 35.54908], [33.288331, 35.548439], [33.289381, 35.552099], [33.290022, 35.552597], [33.289568, 35.552201], [33.289641, 35.552101], [33.289571, 35.552031], [33.289289, 35.550981], [33.289152, 35.551229], [33.289414, 35.551097], [33.289658, 35.551714], [33.28941, 35.55117], [33.285359, 35.549854], [33.286048, 35.549685], [33.285976, 35.549519], [33.286226, 35.550171], [33.286264, 35.550229], [33.28589, 35.549574], [33.288228, 35.5527], [33.289081, 35.553175], [33.288681, 35.553549]]","[33.278201, 35.543219]",friend
"[[33.269237, 35.549084], [33.269603, 35.549286], [33.269282, 35.548592], [33.269731, 35.548638], [33.270034, 35.548483], [33.27357, 35.549543], [33.273538, 35.549411], [33.273718, 35.550074], [33.274312, 35.549488], [33.273786, 35.549387], [33.270047, 35.553459], [33.270171, 35.554019], [33.269936, 35.554127], [33.269975, 35.55378], [33.269655, 35.553849], [33.270067, 35.554055]]","[[33.287976, 35.548271], [33.287863, 35.548458], [33.288053, 35.548275], [33.288391, 35.5491], [33.288568, 35.549088], [33.289616, 35.551585], [33.290347, 35.55177], [33.289962, 35.55163], [33.290271, 35.552163], [33.290425, 35.551849], [33.289203, 35.551772], [33.289615, 35.551035], [33.289121, 35.551346], [33.289503, 35.551511], [33.28892, 35.551207], [33.288768, 35.551091], [33.286169, 35.549469], [33.285602, 35.550012], [33.285787, 35.549986], [33.287836, 35.553616], [33.288687, 35.554036], [33.288055, 35.553557]]","[33.272123, 35.555364]",friend
"[[33.269776, 35.549575], [33.269781, 35.549497], [33.269436, 35.549296], [33.269712, 35.548848], [33.269361, 35.54874], [33.2696, 35.548672], [33.274409, 35.549967], [33.27408, 35.550049], [33.273551, 35.549524], [33.270197, 35.553875], [33.269474, 35.553561], [33.269928, 35.553981]]","[[33.288051, 35.54827], [33.288348, 35.54835], [33.287984, 35.548959], [33.288422, 35.548922], [33.287737, 35.548548], [33.290541, 35.5525], [33.290452, 35.552384], [33.290014, 35.55165], [33.289112, 35.550806], [33.289355, 35.551076], [33.289178, 35.551528], [33.285295, 35.550274], [33.285299, 35.549391], [33.286223, 35.549807], [33.288072, 35.553544], [33.288197, 35.554048], [33.288445, 35.553608]]","[33.274589, 35.547812]",friend
"[[33.268622, 35.549073], [33.268556, 35.549071], [33.269345, 35.548471], [33.269432, 35.548479], [33.274232, 35.549499], [33.274351, 35.550104], [33.274457, 35.549739], [33.274083, 35.549906], [33.269704, 35.554103], [33.269167, 35.554593], [33.269838, 35.553599], [33.2691, 35.553614]]","[[33.28805, 35.548944], [33.287649, 35.548673], [33.287716, 35.54886], [33.289741, 35.551258], [33.29032, 35.551404], [33.290322, 35.551954], [33.289576, 35.551791], [33.289081, 35.551141], [33.289217, 35.550947], [33.289057, 35.551651], [33.286252, 35.549968], [33.285924, 35.549683], [33.285952, 35.549584], [33.286176, 35.549592], [33.286057, 35.549874], [33.28788, 35.553982], [33.288315, 35.553975], [33.287868, 35.55402], [33.28843, 35.55309], [33.288273, 35.553855]]","[33.26189, 35.553477]",friend
"[[33.268468, 35.548351], [33.268563, 35.549084], [33.268768, 35.548488], [33.27432, 35.55035], [33.274921, 35.550137], [33.274338, 35.549507], [33.269198, 35.553965], [33.269383, 35.553961], [33.269386, 35.553916], [33.269121, 35.554455], [33.269808, 35.55408]]","[[33.288323, 35.548919], [33.288326, 35.548259], [33.287728, 35.548437], [33.288087, 35.548293], [33.288366, 35.548398], [33.290126, 35.551508], [33.289761, 35.551697], [33.28994, 35.551802], [33.289688, 35.55212], [33.288917, 35.551739], [33.289473, 35.551453], [33.289398, 35.551713], [33.2892, 35.551218], [33.286025, 35.549602], [33.286004, 35.549377], [33.285952, 35.54997], [33.285769, 35.549423], [33.285931, 35.549336], [33.286024, 35.549691], [33.28782, 35.553775], [33.288371, 35.55311], [33.288074, 35.55359], [33.287814, 35.55351], [33.287943, 35.5532], [33.288502, 35.553657]]","[33.27687, 35.543549]",friend
"[[33.268738, 35.548524], [33.268436, 35.548658], [33.269081, 35.548824], [33.269135, 35.548312], [33.275053, 35.550016], [33.274128, 35.549411], [33.274458, 35.549278], [33.269754, 35.554005], [33.269712, 35.553631], [33.269831, 35.55361], [33.269778, 35.55426], [33.269712, 35.553646]]","[[33.288417, 35.548482], [33.288636, 35.548553], [33.288357, 35.54861], [33.289777, 35.551995], [33.289754, 35.551724], [33.290531, 35.551981], [33.2897, 35.552184], [33.289482, 35.551458], [33.289361, 35.551689], [33.289481, 35.551179], [33.288882, 35.551018], [33.289412, 35.551147], [33.284705, 35.549546], [33.285447, 35.548764], [33.285293, 35.549297], [33.284719, 35.549434], [33.28538, 35.549052], [33.2886, 35.553906], [33.288125, 35.553128], [33.288087, 35.553718], [33.288014, 35.553962], [33.288007, 35.553825], [33.288674, 35.553269]]","[33.283921, 35.53956]",foe
"[[33.269239, 35.548849], [33.268417, 35.549099], [33.268448, 35.548281], [33.268368, 35.549055], [33.26902, 35.54869], [33.274237, 35.549121], [33.274187, 35.549973], [33.274433, 35.549333], [33.274202, 35.549683], [33.274297, 35.549017], [33.275118, 35.54932], [33.269506, 35.554013], [33.269674, 35.553735], [33.268777, 35.553915], [33.269149, 35.553569]]","[[33.288102, 35.54879], [33.287994, 35.548668], [33.288198, 35.548223], [33.287721, 35.548315], [33.28817, 35.548146], [33.29021, 35.551349], [33.289918, 35.551465], [33.289606, 35.551561], [33.290111, 35.551397], [33.289819, 35.551839], [33.289869, 35.552109], [33.289661, 35.551472], [33.289285, 35.551029], [33.289252, 35.55102], [33.288716, 35.551403], [33.284918, 35.54951], [33.285544, 35.548897], [33.285435, 35.548959], [33.288217, 35.553678], [33.287826, 35.553153], [33.288149, 35.553596]]","[33.263957, 35.554199]",friend
"[[33.268832, 35.548686], [33.268572, 35.549145], [33.268532, 35.54827], [33.268397, 35.548983], [33.268493, 35.548372], [33.274992, 35.549681], [33.274163, 35.549557], [33.274296, 35.549923], [33.274598, 35.549724], [33.274619, 35.549898], [33.274432, 35.549157], [33.269557, 35.553419], [33.268789, 35.553885], [33.268981, 35.554106], [33.268979, 35.553939], [33.26931, 35.554296], [33.269612, 35.553533]]","[[33.287901, 35.548899], [33.288552, 35.548812], [33.288607, 35.548435], [33.290435, 35.551477], [33.290421, 35.5515], [33.290125, 35.552128], [33.290201, 35.551299], [33.289954, 35.552179], [33.290311, 35.551746], [33.289349, 35.550845], [33.28938, 35.551276], [33.288822, 35.551081], [33.284907, 35.549103], [33.285491, 35.549493], [33.285265, 35.549083], [33.285464, 35.548927], [33.285422, 35.549293], [33.288454, 35.553622], [33.287856, 35.553447], [33.288613, 35.553482], [33.287919, 35.554005], [33.288133, 35.553487], [33.288571, 35.553573]]","[33.261374, 35.54149]",friend
"[[33.269153, 35.548912], [33.268616, 35.548816], [33.26889, 35.548304], [33.2683, 35.548963], [33.268533, 35.548414], [33.268565, 35.548613], [33.274296, 35.549713], [33.273994, 35.549268], [33.273764, 35.550121], [33.274641, 35.549745], [33.274447, 35.549826], [33.274673, 35.550072], [33.269675, 35.553954], [33.269748, 35.553634], [33.269663, 35.553704], [33.269749, 35.553983], [33.269113, 35.554067]]","[[33.288609, 35.548642], [33.288369, 35.548574], [33.287907, 35.548823], [33.288382, 35.548622], [33.288394, 35.548494], [33.289921, 35.551477], [33.289619, 35.551963], [33.289795, 35.551297], [33.289099, 35.551524], [33.289046, 35.551357], [33.289113, 35.550806], [33.288812, 35.551412], [33.284871, 35.548839], [33.285149, 35.548912], [33.284569, 35.549015], [33.284762, 35.548881], [33.287595, 35.554177], [33.28766, 35.553499], [33.287591, 35.553833]]","[33.27435, 35.55236]",friend
"[[33.269006, 35.549167], [33.26909, 35.54864], [33.2686, 35.5486], [33.274473, 35.549617], [33.274463, 35.549331], [33.273978, 35.550155], [33.274051, 35.549301], [33.269512, 35.554149], [33.26965, 35.553772], [33.268814, 35.554175], [33.269699, 35.553797], [33.268991, 35.553446]]","[[33.288605, 35.549261], [33.288218, 35.548629], [33.288801, 35.549364], [33.28898, 35.549329], [33.290193, 35.551826], [33.289748, 35.551655], [33.289965, 35.55154], [33.290314, 35.552282], [33.289691, 35.552263], [33.290203, 35.552098], [33.288739, 35.551643], [33.2894, 35.551465], [33.288959, 35.551524], [33.284451, 35.548953], [33.284492, 35.548796], [33.284557, 35.548822], [33.284555, 35.548758], [33.288388, 35.554187], [33.287867, 35.553575], [33.287717, 35.553264], [33.288105, 35.553717], [33.288374, 35.553453], [33.287722, 35.553272]]","[33.274323, 35.543667]",friend
"[[33.268688, 35.548683], [33.269115, 35.549108], [33.268979, 35.549298], [33.268594, 35.549101], [33.274573, 35.549627], [33.274308, 35.550033], [33.274561, 35.550042], [33.269068, 35.553816], [33.26903, 35.553747], [33.26914, 35.554226], [33.269711, 35.553992], [33.269639, 35.554008]]","[[33.288491, 35.549648], [33.288029, 35.549279], [33.288354, 35.549956], [33.288094, 35.549757], [33.290007, 35.551864], [33.289761, 35.551883], [33.290417, 35.552127], [33.28999, 35.551415], [33.290387, 35.551986], [33.290024, 35.5522], [33.289288, 35.550829], [33.289009, 35.551258], [33.289283, 35.551613], [33.285189, 35.548999], [33.285251, 35.548949], [33.28541, 35.549522], [33.28447, 35.548878], [33.285363, 35.548879], [33.288011, 35.553428], [33.288019, 35.553604], [33.288262, 35.553589], [33.287896, 35.553251], [33.288288, 35.553389]]","[33.27631, 35.553786]",friend
